0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
0.05,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.059901,0.12085,0.18232,0.2443,0.30678,0.3697,0.43306,0.49682,0.56094,0.62541
0.1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.067492,0.13617,0.20551,0.27548,0.34605,0.41718,0.48883,0.56094,0.63349,0.70644
0.15,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.077262,0.15591,0.23542,0.31574,0.39681,0.47856,0.56094,0.64388,0.72735,0.81129
0.2,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.09031,0.18232,0.27548,0.3697,0.46489,0.56094,0.65776,0.75528,0.85343,0.95215
0.25,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.10862,0.21945,0.33189,0.44578,0.56094,0.67721,0.79447,0.9126,1.0315,1.1511
0.3,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.13617,0.27548,0.41718,0.56094,0.70644,0.85343,1.0017,1.1511,1.3015,1.4527
0.35,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.18232,0.3697,0.56094,0.75528,0.95215,1.1511,1.3518,1.554,1.7575,1.9621
0.4,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.27548,0.56094,0.85343,1.1511,1.4527,1.7575,2.0647,2.3741,2.6851,2.9976
0.45,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.56094,1.1511,1.7575,2.3741,2.9976,3.6265,4.2595,4.8959,5.5352,6.17708128
0.5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.55,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.6,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.65,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.7,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.75,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.8,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.85,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.9,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.95,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
